prompt,label
Pourrais-tu donner les descriptions d'image sans oublier les points clés,Image
Merci de montrer le budget s'il te plaît,Valeur
Merci de afficher les valeurs financières sans oublier les points clés,Valeur
Est-ce que tu peux ouvrir dans word brièvement,Autre
Merci de indiquer le plan clairement,Structure
Je souhaite présenter l'organisation,Structure
Est-ce possible de donner la table des matières sans oublier les points clés,Structure
Est-ce que tu peux identifier les visuels brièvement,Image
Je souhaite fournir les dépenses totales rapidement,Valeur
J'aimerais bien me montrer la structure sans oublier les points clés,Structure
Peux-tu récapituler le document avec précision,Résumé
Peux-tu imprimer le fichier avec précision,Autre
J'aimerais bien présenter l'organisation clairement,Structure
J'aimerais bien me donner le chiffre d'affaires s'il te plaît,Valeur
Est-ce que tu peux me faire un résumé,Résumé
J'aimerais bien indiquer les montants de façon synthétique,Valeur
Pourrais-tu expliquer la structure du document avec précision,Structure
Pourrais-tu expliquer la structure du document de façon synthétique,Structure
Est-ce que tu peux traduire le texte s'il te plaît,Autre
Pourrais-tu présenter l'organisation en quelques mots,Structure
Je voudrais me montrer la structure en détail,Structure
Pourrais-tu identifier les visuels de façon synthétique,Image
Peux-tu lister les graphiques clairement,Image
Est-ce possible de imprimer le fichier,Autre
Est-ce possible de indiquer les montants s'il te plaît,Valeur
Peux-tu partager par mail de façon synthétique,Autre
J'aimerais bien récapituler le document sans oublier les points clés,Résumé
Merci de télécharger le document,Autre
Est-ce possible de donner les chiffres importants avec précision,Valeur
Je souhaite me dire qui est le responsable sans oublier les points clés,Question
Pourrais-tu récapituler le document rapidement,Résumé
Merci de traduire le texte brièvement,Autre
Merci de fournir les dépenses totales s'il te plaît,Valeur
Merci de extraire les points clés,Résumé
Je souhaite afficher les éléments visuels sans oublier les points clés,Image
Donne-moi identifier les visuels sans oublier les points clés,Image
Je souhaite identifier les visuels en détail,Image
Est-ce que tu peux me dire qui est le responsable sans oublier les points clés,Question
Peux-tu identifier les visuels clairement,Image
Donne-moi me donner le chiffre d'affaires de façon synthétique,Valeur
Pourrais-tu indiquer le plan rapidement,Structure
Donne-moi extraire les figures avec précision,Image
J'aimerais bien donner la date du document de façon synthétique,Question
Est-ce que tu peux afficher les éléments visuels en détail,Image
Serait-il possible de expliquer les résultats clairement,Question
Merci de imprimer le fichier brièvement,Autre
J'aimerais bien afficher les valeurs financières,Valeur
J'aimerais bien me dire qui est le responsable avec précision,Question
Donne-moi synthétiser le contenu brièvement,Résumé
Est-ce possible de afficher les valeurs financières clairement,Valeur
Je souhaite afficher les valeurs financières s'il te plaît,Valeur
Je voudrais montrer le budget avec précision,Valeur
Est-ce que tu peux me donner le chiffre d'affaires rapidement,Valeur
Est-ce possible de me montrer les images s'il te plaît,Image
Serait-il possible de donner un aperçu général sans oublier les points clés,Résumé
Donne-moi donner la table des matières clairement,Structure
Est-ce que tu peux afficher les valeurs financières en quelques mots,Valeur
Donne-moi expliquer la structure du document en quelques mots,Structure
Merci de donner un aperçu général,Résumé
Est-ce possible de traduire le texte en détail,Autre
Je voudrais répondre à la question sur le projet brièvement,Question
Merci de fournir les dépenses totales clairement,Valeur
Peux-tu identifier les visuels s'il te plaît,Image
Serait-il possible de convertir ce fichier rapidement,Autre
Je voudrais extraire les points clés brièvement,Résumé
Est-ce que tu peux imprimer le fichier rapidement,Autre
Peux-tu récapituler le document brièvement,Résumé
Peux-tu me dire l'objectif avec précision,Question
Serait-il possible de me dire qui est le responsable clairement,Question
Peux-tu montrer le budget en quelques mots,Valeur
Est-ce que tu peux télécharger le document s'il te plaît,Autre
Serait-il possible de donner la date du document rapidement,Question
Peux-tu afficher les valeurs financières en quelques mots,Valeur
Je voudrais donner la date du document,Question
Est-ce que tu peux expliquer la structure du document,Structure
Peux-tu lister les graphiques de façon synthétique,Image
Donne-moi me montrer la structure s'il te plaît,Structure
Pourrais-tu résumer ce document brièvement,Résumé
Donne-moi répondre à la question sur le projet en quelques mots,Question
Merci de me dire qui est le responsable en détail,Question
Pourrais-tu indiquer les montants brièvement,Valeur
Est-ce que tu peux fournir les dépenses totales brièvement,Valeur
Peux-tu extraire les points clés sans oublier les points clés,Résumé
Serait-il possible de me montrer la structure rapidement,Structure
Peux-tu résumer ce document s'il te plaît,Résumé
Peux-tu me dire qui est le responsable clairement,Question
Peux-tu me dire qui est le responsable,Question
J'aimerais bien extraire les figures en détail,Image
J'aimerais bien me dire l'objectif de façon synthétique,Question
Merci de donner la table des matières en détail,Structure
J'aimerais bien synthétiser le contenu clairement,Résumé
J'aimerais bien convertir ce fichier rapidement,Autre
Est-ce possible de me montrer les images brièvement,Image
Je souhaite extraire les figures,Image
Je souhaite donner la date du document s'il te plaît,Question
Est-ce possible de ouvrir dans word en quelques mots,Autre
J'aimerais bien donner les descriptions d'image clairement,Image
J'aimerais bien synthétiser le contenu en quelques mots,Résumé
Donne-moi présenter l'organisation en quelques mots,Structure
Donne-moi montrer le budget en quelques mots,Valeur
Je souhaite donner un aperçu général de façon synthétique,Résumé
Peux-tu indiquer les montants,Valeur
Merci de résumer ce document,Résumé
Est-ce que tu peux synthétiser le contenu brièvement,Résumé
Donne-moi extraire les points clés en détail,Résumé
J'aimerais bien présenter l'organisation en détail,Structure
Donne-moi donner la date du document en quelques mots,Question
Donne-moi donner les chiffres importants,Valeur
Peux-tu afficher les éléments visuels brièvement,Image
Merci de montrer le budget en détail,Valeur
Est-ce que tu peux identifier les visuels de façon synthétique,Image
Je souhaite donner les descriptions d'image rapidement,Image
J'aimerais bien montrer le budget de façon synthétique,Valeur
Est-ce que tu peux partager par mail avec précision,Autre
Je voudrais lister les graphiques en détail,Image
Pourrais-tu ouvrir dans word,Autre
Serait-il possible de donner la date du document s'il te plaît,Question
J'aimerais bien me faire un résumé clairement,Résumé
Donne-moi me montrer les images clairement,Image
Merci de donner la table des matières sans oublier les points clés,Structure
J'aimerais bien indiquer l'auteur s'il te plaît,Question
Peux-tu identifier les visuels avec précision,Image
Peux-tu expliquer les résultats en quelques mots,Question
Je souhaite afficher les valeurs financières de façon synthétique,Valeur
Est-ce que tu peux synthétiser le contenu en quelques mots,Résumé
Je voudrais me donner le chiffre d'affaires,Valeur
Serait-il possible de présenter l'organisation de façon synthétique,Structure
Est-ce possible de ouvrir dans word s'il te plaît,Autre
Pourrais-tu extraire les points clés sans oublier les points clés,Résumé
J'aimerais bien indiquer l'auteur brièvement,Question
Serait-il possible de indiquer les montants brièvement,Valeur
Serait-il possible de indiquer le plan rapidement,Structure
J'aimerais bien extraire les figures brièvement,Image
Donne-moi présenter l'organisation en quelques mots,Structure
Est-ce que tu peux extraire les points clés de façon synthétique,Résumé
Merci de résumer ce document,Résumé
Je souhaite expliquer les résultats sans oublier les points clés,Question
Merci de me faire un résumé s'il te plaît,Résumé
Peux-tu extraire les points clés sans oublier les points clés,Résumé
Peux-tu résumer ce document brièvement,Résumé
Est-ce possible de me dire qui est le responsable avec précision,Question
Serait-il possible de me dire l'objectif en quelques mots,Question
J'aimerais bien donner un aperçu général s'il te plaît,Résumé
Pourrais-tu montrer le budget sans oublier les points clés,Valeur
J'aimerais bien identifier les visuels clairement,Image
Je voudrais imprimer le fichier en quelques mots,Autre
Est-ce possible de montrer le budget rapidement,Valeur
Je souhaite me dire l'objectif rapidement,Question
Donne-moi me montrer la structure brièvement,Structure
Je souhaite expliquer la structure du document rapidement,Structure
Serait-il possible de identifier les visuels en quelques mots,Image
Je voudrais afficher les valeurs financières en quelques mots,Valeur
Est-ce possible de indiquer les montants s'il te plaît,Valeur
Je souhaite convertir ce fichier,Autre
Merci de afficher les éléments visuels rapidement,Image
Pourrais-tu me donner le chiffre d'affaires,Valeur
Est-ce possible de me donner le chiffre d'affaires rapidement,Valeur
Pourrais-tu répondre à la question sur le projet rapidement,Question
Je souhaite télécharger le document rapidement,Autre
J'aimerais bien me donner le chiffre d'affaires brièvement,Valeur
Peux-tu donner un aperçu général brièvement,Résumé
Je voudrais récapituler le document en détail,Résumé
Serait-il possible de fournir les dépenses totales en quelques mots,Valeur
Je souhaite convertir ce fichier,Autre
Merci de donner la date du document rapidement,Question
Pourrais-tu synthétiser le contenu de façon synthétique,Résumé
Est-ce possible de me dire qui est le responsable clairement,Question
Donne-moi synthétiser le contenu,Résumé
